Journal Name,Category & Journal Quartiles
COMPREHENSIVE PSYCHIATRY,Q1
"Communications Chemistry
JOURNAL OF INDUSTRIAL ECOLOGY",Q1
Journal of Purchasing and Supply Management,Q1
ENERGY AND BUILDINGS,Q1
"MONOGRAPHS OF THE SOCIETY FOR
RESEARCH IN CHILD DEVELOPMENT",Q1
ATMOSPHERIC CHEMISTRY AND PHYSICS,Q1
Sustainability Science,Q1
INTERNATIONAL PSYCHOGERIATRICS,Q1
SOLAR ENERGY NEPHROLOGY DIALYSIS TRANSPLANTATION,Q2
ENGINEERING,Q1
INTERNATIONAL SECURITY,Q1
Biology Direct,Q1
ACTA PHARMACOLOGICA SINICA,Q1
"RESPIRATORY RESEARCH
Journal of Destination Marketing & Management",Q1
EUROPEAN PSYCHIATRY,Q1
"JOURNAL OF CONSULTING AND CLINICAL
PSYCHOLOGY",Q1
"INTERNATIONAL JOURNAL OF
ENGINEERING SCIENCE",Q1
Journal of Building Engineering,Q1
"ASIAN PACIFIC JOURNAL OF ALLERGY
AND IMMUNOLOGY",Q2
Neurobiology of Stress,Q1
"Food Security
INTERNATIONAL JOURNAL OF HYDROGEN ENERGY",Q1
JOURNAL OF INTELLIGENT MANUFACTURING,Q1
Human Reproduction Open,Q1
ECOTOXICOLOGY AND ENVIRONMENTAL,Q1
SAFETY,Q1
Open Biology,Q1
Environmental Health,Q1
Current Opinion in Virology,Q1
Journal of Innate Immunity,Q2
PROGRESS IN SURFACE SCIENCE,Q1
Cell Death Discovery,Q2
KOREAN JOURNAL OF RADIOLOGY,Q1
"Innovative Food Science & Emerging
Technologies",Q1
M&SOM-Manufacturing & Service Operations Management,Q1
Physical and Engineering Sciences in Medicine,Q1
SMALL BUSINESS ECONOMICS,Q1
"International Journal of Consumer
Studies",Q2
BUILDING AND ENVIRONMENT,Q1
PLANT JOURNAL,Q1
"EUROPEAN JOURNAL OF MEDICINAL
CHEMISTRY",Q1
"Journal of Aging & Social Policy
ACS Photonics",Q1
"MEAT SCIENCE
JOURNAL OF MEDICAL INTERNET RESEARCH",Q1
IEEE Reviews in Biomedical Engineering,Q1
CURRENT OPINION IN NEUROBIOLOGY,Q1
"European Heart Journal-Quality of Care
and Clinical Outcomes",Q1
CELLULAR ONCOLOGY,Q1
"Expert Opinion on Drug Discovery
Review of Environmental Economics and Policy",Q1
RHEUMATOLOGY,Q1
"NEUROBIOLOGY OF DISEASE
TRANSPORTATION RESEARCH PART D-",Q1
TRANSPORT AND ENVIRONMENT,Q1
CNS Neuroscience & Therapeutics,Q1
EUROPEAN RADIOLOGY,Q1
International Journal of Nanomedicine,Q1
"Operations Management Research
COMPUTER METHODS AND PROGRAMS",Q1
IN BIOMEDICINE,Q1
Anaesthesia Critical Care & Pain Medicine,Q1
INTERNATIONAL JOURNAL OF FORECASTING,Q1
IEEE Journal of Biomedical and Health,Q1
Informatics,Q1
ACS Macro Letters,Q1
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,Q1
ARTIFICIAL INTELLIGENCE IN MEDICINE,Q1
"AMERICAN JOURNAL OF SPORTS
MEDICINE",Q1
MARINE POLLUTION BULLETIN,Q1
EPJ Quantum Technology,Q1
EUROPEAN JOURNAL OF PERSONALITY,Q1
npj Science of Food,Q1
ANNALS OF EPIDEMIOLOGY,Q1
PROTEIN SCIENCE,Q1
Journal of Statistical Software,Q1
INFLAMMATION RESEARCH,Q2
DRUG METABOLISM REVIEWS,Q1
BIOMACROMOLECULES,Q1
REVISTA ESPANOLA DE CARDIOLOGIA,Q1
ZOOLOGICAL RESEARCH,Q1
"TRANSFUSION MEDICINE REVIEWS
DECISION SUPPORT SYSTEMS",Q1
Plant Phenomics,Q1
"Fluids and Barriers of the CNS JOURNAL OF CEREBRAL BLOOD FLOW
AND METABOLISM",Q1
ACS Applied Energy Materials,Q1
TOBACCO CONTROL,Q1
International Journal of Stroke,Q1
VIROLOGICA SINICA,Q2
Environmental Research Letters,Q1
AMBIO,Q1
NEUROPSYCHOLOGY REVIEW,Q1
CHEMICAL RECORD,Q2
BIOINFORMATICS,Q1
"CONTEMPORARY EDUCATIONAL
PSYCHOLOGY",Q1
CANCER,Q1
BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,Q1
MEDICAL CLINICS OF NORTH AMERICA,Q1
ANALYTICA CHIMICA ACTA,Q1
Ecosystem Services,Q1
"GLOBAL ECOLOGY AND BIOGEOGRAPHY
JOURNAL OF CARDIOVASCULAR",Q1
MAGNETIC RESONANCE,Q1
"CLINICAL PHARMACOLOGY &
THERAPEUTICS",Q1
ENGINEERING GEOLOGY,Q1
RADIOTHERAPY AND ONCOLOGY,Q1
Geoscientific Model Development,Q1
"npj Materials Degradation
Journal of Physical Chemistry Letters",Q2
"INTERNATIONAL JOURNAL OF ROBOTICS
RESEARCH",Q1
ESMO Open,Q1
"JOURNAL OF SMALL BUSINESS
MANAGEMENT",Q2
TECHNOLOGY IN SOCIETY,Q1
CLINICAL SCIENCE,Q1
Advances in Catalysis,Q2
"United European Gastroenterology
Journal",Q1
JOURNAL OF APPLIED ECOLOGY,Q1
DEVELOPMENT,Q1
2D Materials,Q2
JOURNAL OF EDUCATIONAL PSYCHOLOGY,Q1
npj Quantum Materials,Q1
"INTERNATIONAL JOURNAL OF ROCK
MECHANICS AND MINING SCIENCES",Q1
ATHEROSCLEROSIS,Q1
Digital Journalism,Q1
"NUTRITION REVIEWS
PRODUCTION PLANNING & CONTROL",Q1
REVIEWS IN FISH BIOLOGY AND FISHERIES,Q1
CONTEMPORARY PHYSICS,Q1
IEEE Transactions on Robotics,Q1
Bioengineered,Q1
DRUG DELIVERY,Q1
CELL BIOLOGY AND TOXICOLOGY JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,Q1
Sustainable Energy & Fuels,Q2
Current Opinion in Psychology,Q1
ECOGRAPHY,Q1
Translational Stroke Research,Q1
"EXPERT OPINION ON THERAPEUTIC
TARGETS",Q1
Journal of Environmental Sciences,Q1
Revista de Psiquiatria y Salud Mental,Q1
Financial Innovation,Q1
IEEE Transactions on Dependable and,Q1
Secure Computing,Q1
"INTERNATIONAL COMMUNICATIONS IN
HEAT AND MASS TRANSFER",Q1
"Annals of Clinical Microbiology and
Antimicrobials",Q1
LIFE SCIENCES,Q1
"HEART RHYTHM INTERNATIONAL JOURNAL OF
MECHANICAL SCIENCES",Q2
JOURNAL OF GASTROENTEROLOGY,Q2
Sports Medicine-Open,Q1
AGRICULTURAL SYSTEMS,Q1
Animal Frontiers,Q1
ANNALS OF EMERGENCY MEDICINE JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,Q1
COMPUTERS AND ELECTRONICS IN AGRICULTURE,Q1
POSTHARVEST BIOLOGY AND,Q1
TECHNOLOGY,Q1
QUARTERLY REVIEW OF BIOLOGY,Q1
IEEE INTELLIGENT SYSTEMS,Q1
EPILEPSIA,Q1
Business & Society,Q2
"AGU Advances
Nanotechnology Reviews",Q1
Food Engineering Reviews,Q1
Advanced Sustainable Systems,Q2
"Fungal Biology Reviews JOURNAL OF OPERATIONS
MANAGEMENT",Q1
"American Economic Journal-
Macroeconomics",Q1
"EXPERT OPINION ON THERAPEUTIC
PATENTS",Q1
"Canadian Journal of Anesthesia-Journal
canadien d anesthesie",Q1
JOURNAL OF NEUROSCIENCE,Q1
JOURNAL OF HYDROLOGY,Q1
Journal of the International AIDS Society,Q1
Nutrients,Q1
"Complex & Intelligent Systems
COMPUTERS IN BIOLOGY AND MEDICINE",Q1
Stem Cell Reviews and Reports,Q1
EUROPEAN JOURNAL OF IMMUNOLOGY,Q2
AUTISM,Q1
JOURNAL OF NEUROLOGY,Q1
THROMBOSIS AND HAEMOSTASIS,Q1
WORLD DEVELOPMENT,Q1
JOURNAL OF LIPID RESEARCH,Q1
"JOURNAL OF SYNTHETIC ORGANIC
CHEMISTRY JAPAN",Q4
FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE,Q4
WIENER TIERARZTLICHE MONATSSCHRIFT,Q4
B E Journal of Theoretical Economics,Q4
AMA-Agricultural Mechanization in Asia Africa and Latin America,Q4
UNIVERSITY OF CINCINNATI LAW REVIEW,Q4
CATHOLIC UNIVERSITY LAW REVIEW,Q4
Korea Observer,Q4
NIPPON SUISAN GAKKAISHI,Q4
"AGROCHIMICA
PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS",Q4
Informacao & Sociedade-Estudos,Q4
JOURNAL OF SEISMIC EXPLORATION,Q4
"ACTES DE LA RECHERCHE EN SCIENCES
SOCIALES",Q4
"ZHURNAL VYSSHEI NERVNOI
DEYATELNOSTI IMENI I P PAVLOVA",Q4
Journal of African Law,Q4
Papeles de Poblacion,Q4
"Advances in Strategic Management-A
Research Annual",Q4
Investigacion Economica,Q4
Acta Scientiae Veterinariae,Q4
PFERDEHEILKUNDE,Q4
ORNITOLOGIA NEOTROPICAL,Q4
Journal of Korea Trade,Q4
Revista Brasileira de Ornitologia,Q4
"STANFORD JOURNAL OF INTERNATIONAL
LAW",Q4
PSYCHOLOGIA,Q4
"REVISTA COLOMBIANA DE
ENTOMOLOGIA",Q4
"Australasian Orthodontic Journal JOURNAL FOR THE HISTORY OF
ASTRONOMY",Q4
English in Australia,Q4
"FUJITSU SCIENTIFIC & TECHNICAL
JOURNAL",Q4
NEW ZEALAND ENTOMOLOGIST,Q4
Zeitschrift fur Arznei- & Gewurzpflanzen,Q4
"International Journal of Transport
Economics",Q4
Croatian Journal of Education-Hrvatski Casopis za Odgoj i obrazovanje,Q4
Agrarforschung Schweiz,Q4
World Review of Nutrition and Dietetics,Q4
CONTEMPORARY PSYCHOANALYSIS,Q4
"CASTANEA
EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY",Q4
JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,Q4
Revue Francaise d Allergologie,Q4
Tempo Social,Q4
CESKOSLOVENSKA PSYCHOLOGIE,Q4
REDIA-GIORNALE DI ZOOLOGIA,Q4
African and Asian Studies,Q4
Geografia Fisica e Dinamica Quaternaria,Q4
Journal of the Anatomical Society of India,Q4
"REVISTA CIENTIFICA-FACULTAD DE
CIENCIAS VETERINARIAS",Q4
Hiroshima Mathematical Journal,Q4
Journal of Risk Model Validation,Q4
ADVANCED MATERIALS & PROCESSES,Q4
Vojnosanitetski Pregled,Q4
"ISRAEL JOURNAL OF PSYCHIATRY AND
RELATED SCIENCES",Q4
Civil Szemle,Q4
"JOURNAL OF THE INDIAN CHEMICAL
SOCIETY",Q4
"Medecine Nucleaire-Imagerie
Fonctionnelle et Metabolique",Q4
Tydskrif Vir Geesteswetenskappe,Q4
Hong Kong Law Journal,Q4
ALLERGOLOGIE,Q4
Glass Technology-European Journal of Glass Science and Technology Part A,Q4
Review of Economic Design,Q4
"Monatsschrift fur Kriminologie und
Strafrechtsreform",Q4
"TRENDS IN GLYCOSCIENCE AND
GLYCOTECHNOLOGY",Q4
"MAGYAR ALLATORVOSOK LAPJA
ARCHIVES OF NATURAL HISTORY",Q4
"BETRIEBSWIRTSCHAFTLICHE FORSCHUNG
UND PRAXIS",Q4
"B E Journal of Macroeconomics
Bulletin Mathematique de la Societe des",Q4
Sciences Mathematiques de Roumanie,Q4
CHEMISTRY & INDUSTRY,Q4
INTERNASJONAL POLITIKK,Q4
BUNSEKI KAGAKU,Q4
BIOPHARM INTERNATIONAL,Q4
Latin American Journal of Pharmacy,Q4
SCIENCES SOCIALES ET SANTE,Q4
Eastern European Countryside,Q4
"Journal of the Chinese Society of
Mechanical Engineers",Q4
Srpski Arhiv za Celokupno Lekarstvo,Q4
"Journal of the Ramanujan Mathematical
Society",Q4
"Acta Chirurgiae Orthopaedicae et
Traumatologiae Cechoslovaca",Q4
CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION ET DE BIBLIOTHECONOMIE,Q4
ICGA JOURNAL,Q4
JOURNAL OF REPRODUCTIVE MEDICINE,Q4
DRUGS OF THE FUTURE,Q4
CATTLE PRACTICE,Q4
Travail Genre et Societes,Q4
PAN-PACIFIC ENTOMOLOGIST,Q4
"GRUPPENPSYCHOTHERAPIE UND
GRUPPENDYNAMIK",Q4
SOUTHEAST ASIAN JOURNAL OF,Q4
TROPICAL MEDICINE AND PUBLIC HEALTH,Q4
ARS COMBINATORIA,Q4
BIOLOGICHESKIE MEMBRANY,Q4
Magallania,Q4
"African Journal of Library Archives and
Information Science",Q4
Translation,Q4
WEST INDIAN MEDICAL JOURNAL,Q4
Mathematical Reports,Q4
Bilig,Q4
"INTERNATIONAL JOURNAL OF HUMAN
GENETICS",Q4
"VLAAMS DIERGENEESKUNDIG
TIJDSCHRIFT",Q4
Revista del CLAD Reforma y Democracia,Q4
Revista de Nefrologia Dialisis y Trasplante,Q4
"SCANDINAVIAN JOURNAL OF
LABORATORY ANIMAL SCIENCE",Q4
"Buffalo Bulletin
Itinerario-International Journal on the
History of European Expansion and Global Interaction",Q4
Journal of Materials Education,Q4
KLEINTIERPRAXIS,Q4
Philippine Journal of Crop Science,Q4
OSTEUROPA,Q4
"JOURNAL OF THE JAPANESE SOCIETY FOR
FOOD SCIENCE AND TECHNOLOGY- NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI",Q4
Fourrages,Q4
Clinical and Experimental Obstetrics & Gynecology,Q4
PHILIPPINE AGRICULTURAL SCIENTIST,Q4
PSYCHOANALYTIC INQUIRY,Q4
"ANTHROPOS
Nuncius-Journal of the History of Science",Q4
Rutgers University Law Review,Q4
Independent Review,Q4
PSYCHIATRIE DE L ENFANT,Q4
for the History of Cartography,Q4
Diabetes Stoffwechsel und Herz,Q4
Zeitschrift fur Evaluation,Q4
NUCLEAR ENGINEERING INTERNATIONAL,Q4
"ATW-INTERNATIONAL JOURNAL FOR
NUCLEAR POWER",Q4
MOKUZAI GAKKAISHI,Q4
Bulletin de la Societe Linneenne de Lyon,Q4
"Onkologe
Revue Roumaine de Linguistique- Romanian Review of Linguistics",Q4
"Matematiche
HYLE",Q4
ASTRONOMY & GEOPHYSICS,Q4
"Zeitschrift fur Soziologie der Erziehung
und Sozialisation",Q4
INTERNATIONAL SURGERY,Q4
ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE,Q4
AKTUELLE RHEUMATOLOGIE,Q4
GEFAHRSTOFFE REINHALTUNG DER LUFT,Q4
MALIMBUS,Q4
Cadmo,Q4
GEMATOLOGIYA I TRANSFUZIOLOGIYA,Q4
Deviance et Societe,Q4
SOUTHWESTERN NATURALIST,Q4
"Acta Medica Mediterranea Tijdschrift voor Rechtsgeschiedenis- Revue d Histoire du Droit-The Legal
History Review",Q4
"Journal of Biomaterials and Tissue
Engineering",Q4
WasserWirtschaft,Q4
"MANUFACTURING ENGINEERING
RLA-Revista de Linguistica Teorica y Aplicada",Q4
ZKG INTERNATIONAL,Q4
SEA TECHNOLOGY,Q4
FLEISCHWIRTSCHAFT,Q4
JOURNAL OF LEGAL EDUCATION,Q4
Implantologie,Q4
Hong Kong Journal of Dermatology & Venereology,Q4
Romanian Journal of Political Science,Q4
Labour History,Q4
TURK PSIKOLOJI DERGISI,Q4
INTERNATIONAL SUGAR JOURNAL,Q4
"REVUE D ETUDES COMPARATIVES EST-
OUEST",Q4
"Tijdschrift voor
Communicatiewetenschap",Q4
"RENDICONTI DEL SEMINARIO
MATEMATICO DELLA UNIVERSITA DI",Q4
PADOVA,Q4
"UNIVERSITY OF PITTSBURGH LAW
REVIEW",Q4
POSTEPY BIOLOGII KOMORKI,Q4
Hong Kong Journal of Paediatrics,Q4
Review of Central and East European Law,Q4
ZEITSCHRIFT FUR ETHNOLOGIE,Q4
AEROSPACE AMERICA,Q4
Current Perspectives in Social Theory,Q4
TIERAERZTLICHE UMSCHAU,Q4
SAMPE JOURNAL,Q4
"International Journal of Applied Research
in Veterinary Medicine",Q4
Review of Network Economics,Q4
Studies in Symbolic Interaction,Q4
"Kuwait Medical Journal
NWIG-New West Indian Guide-Nieuwe West-Indische Gids",Q4
OIL & GAS JOURNAL,Q4
FILTRATION & SEPARATION,Q4
PULP & PAPER-CANADA,Q4
Amme Idaresi Dergisi,Q4
"ACTA BIOQUIMICA CLINICA
LATINOAMERICANA",Q4
Feministische Studien,Q4
NATURAL HISTORY,Q4
Correspondances en Metabolismes Hormones Diabetes et Nutrition,Q4
DEUTSCHE LEBENSMITTEL-RUNDSCHAU,Q4
SEN-I GAKKAISHI,Q4
Psycho-Oncologie,Q4
BMC Biophysics,Q4
WOCHENBLATT FUR PAPIERFABRIKATION,Q4
LIBRARY AND INFORMATION SCIENCE,Q4
SECURITIES REGULATION LAW JOURNAL,Q4
BELL LABS TECHNICAL JOURNAL,Q4
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,Q1
CRIMINOLOGY,Q1
JOURNAL OF MARKETING RESEARCH,Q2
Urban Climate,Q1
PHYTOMEDICINE,Q1
FOOD CONTROL,Q1
Anatomical Sciences Education,Q1
"European Review of Aging and Physical
Activity",Q1
Archives of Disease in Childhood-Fetal and Neonatal Edition,Q1
EXERCISE AND SPORT SCIENCES REVIEWS,Q1
LEARNING AND INSTRUCTION,Q1
"IEEE Transactions on Automation Science
and Engineering",Q1
APL Materials,Q1
RHINOLOGY,Q1
JOURNAL OF MOLECULAR LIQUIDS,Q1
"BIOCHIMICA ET BIOPHYSICA ACTA-
MOLECULAR BASIS OF DISEASE",Q1
"CANCER IMMUNOLOGY
IMMUNOTHERAPY",Q1
ANESTHESIA AND ANALGESIA,Q1
Frontiers in Plant Science,Q1
Alexandria Engineering Journal,Q1
"CRITICAL REVIEWS IN ONCOLOGY
HEMATOLOGY",Q1
Asia-Pacific Journal of Atmospheric Sciences,Q1
MOLECULAR ECOLOGY,Q1
Annual Review of Resource Economics,Q1
HYDROLOGY AND EARTH SYSTEM SCIENCES,Q1
TRANSPORTATION RESEARCH PART A- POLICY AND PRACTICE,Q1
CANADIAN JOURNAL OF CARDIOLOGY,Q2
INTERNATIONAL JOURNAL OF NURSING STUDIES,Q1
AGRICULTURAL WATER MANAGEMENT,Q1
ENTOMOLOGIA GENERALIS,Q1
"BIOLOGY AND FERTILITY OF SOILS
AMERICAN JOURNAL OF PREVENTIVE",Q1
MEDICINE,Q1
"JOURNAL OF BUSINESS AND
PSYCHOLOGY",Q1
COMPOSITE STRUCTURES,Q1
Trauma Violence & Abuse,Q1
IEEE Transactions on Emerging Topics in,Q1
Computing,Q1
"JOURNAL OF CARDIAC FAILURE JOURNALS OF GERONTOLOGY SERIES A-
BIOLOGICAL SCIENCES AND MEDICAL",Q2
SCIENCES,Q1
Frontiers in Nutrition,Q1
COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,Q1
"APL Bioengineering AMERICAN JOURNAL OF
ROENTGENOLOGY",Q1
Journal of Chemical Theory and Computation,Q1
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Q1
Microbial Biotechnology,Q1
Cancers,Q1
"MOLECULAR NUTRITION & FOOD
RESEARCH",Q1
"Oeconomia Copernicana
AMYLOID-JOURNAL OF PROTEIN FOLDING",Q1
DISORDERS,Q2
Quantum Science and Technology,Q1
CATALYSIS TODAY,Q1
"EUROPEAN JOURNAL OF
ENDOCRINOLOGY",Q1
"JOURNAL OF BONE AND JOINT SURGERY-
AMERICAN VOLUME",Q1
"Human-centric Computing and
Information Sciences",Q1
TALANTA,Q1
Journal of Management Analytics,Q1
"SciPost Physics
INDOOR AIR",Q1
"JOURNAL OF VIROLOGY
IEEE TRANSACTIONS ON AUTOMATIC CONTROL",Q2
Communications Biology,Q1
ENVIRONMENT AND BEHAVIOR,Q1
ECOLOGICAL ECONOMICS,Q1
PROCEEDINGS OF THE COMBUSTION,Q1
INSTITUTE,Q2
JOURNAL OF AFFECTIVE DISORDERS,Q1
"JOURNAL OF THE AMERICAN COLLEGE OF
SURGEONS",Q1
JOURNAL OF ADVERTISING,Q1
Academy of Management Discoveries,Q2
Pharmaceutics,Q1
Oncogenesis,Q1
"CLEVELAND CLINIC JOURNAL OF
MEDICINE",Q1
Current Environmental Health Reports,Q1
INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY,Q1
Engineering Applications of Computational Fluid Mechanics,Q1
IEEE Transactions on Transportation,Q1
Electrification,Q2
"CANCER SCIENCE
ROCK MECHANICS AND ROCK ENGINEERING",Q2
Clinical & Translational Immunology,Q2
JOURNAL OF CELLULAR PHYSIOLOGY,Q1
SEMINARS IN LIVER DISEASE,Q2
"INTERNATIONAL JOURNAL OF
PHARMACEUTICS",Q1
"PUBLICATIONS OF THE ASTRONOMICAL
SOCIETY OF AUSTRALIA",Q1
"THYROID
GLOBAL BIOGEOCHEMICAL CYCLES",Q1
"ANNALS OF THE NEW YORK ACADEMY OF
SCIENCES",Q1
"EXPERT OPINION ON INVESTIGATIONAL
DRUGS",Q1
CNS DRUGS,Q1
Communications Physics,Q1
World Journal of Mens Health,Q1
Evolution Letters,Q1
New Biotechnology,Q1
NUCLEAR DATA SHEETS,Q1
REVIEW OF ECONOMICS AND STATISTICS,Q1
Human Genomics,Q1
Molecular Autism,Q1
JOURNAL OF GENERAL INTERNAL,Q1
MEDICINE,Q1
JOURNAL OF THE ENERGY INSTITUTE,Q2
"Japanese Dental Science Review
APPLIED THERMAL ENGINEERING",Q1
Frontiers in Public Health,Q1
HUMAN-COMPUTER INTERACTION,Q1
"Nanomedicine-Nanotechnology Biology
and Medicine",Q2
Antimicrobial Resistance and Infection,Q1
Control,Q2
COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,Q1
INDUSTRIAL CROPS AND PRODUCTS,Q1
Food Chemistry-X,Q1
"mAbs
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY",Q2
Quantum,Q1
BIOFACTORS,Q1
JOURNAL OF ANALYTICAL AND APPLIED,Q1
PYROLYSIS,Q1
ECOLOGY,Q1
"Therapeutic Advances in Neurological
Disorders",Q1
"Cancer Cell International
EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY",Q2
ENVIRONMENTAL SCIENCE & POLICY,Q1
AGRICULTURAL AND FOREST METEOROLOGY,Q1
International Review of Cell and,Q1
Molecular Biology,Q2
"CONTACT DERMATITIS
JOURNAL OF MANAGEMENT IN ENGINEERING",Q1
"International Small Business Journal-
Researching Entrepreneurship",Q2
"GENOMICS PROTEOMICS &
BIOINFORMATICS",Q1
DIABETES OBESITY & METABOLISM,Q1
MICROCHIMICA ACTA,Q1
"ENTREPRENEURSHIP AND REGIONAL
DEVELOPMENT",Q1
"TUNNELLING AND UNDERGROUND SPACE
TECHNOLOGY",Q1
"SEMINARS IN THROMBOSIS AND
HEMOSTASIS",Q1
GIScience & Remote Sensing,Q1
"Egyptian Journal of Remote Sensing and
Space Sciences",Q1
SAFETY SCIENCE,Q1
"PROCEEDINGS OF THE NUTRITION
SOCIETY",Q1
"JOURNAL OF BONE AND MINERAL
RESEARCH",Q1
Advanced Materials Interfaces,Q2
PHYTOTHERAPY RESEARCH,Q1
Educational Researcher,Q1
"Journal of Field Robotics
ECONOMETRICA",Q2
APL Photonics,Q1
JOURNAL OF ECOLOGY,Q1
JOURNAL OF HIGH ENERGY PHYSICS,Q1
Health Systems & Reform,Q1
MOLECULAR MEDICINE,Q1
ACCIDENT ANALYSIS AND PREVENTION,Q1
FOOD MICROBIOLOGY,Q1
"Soil
Journal of Exposure Science and",Q1
"Environmental Epidemiology
JOURNAL OF ALLOYS AND COMPOUNDS",Q1
Journal of Intellectual Capital,Q2
CATENA,Q1
"JOURNAL OF THE EUROPEAN CERAMIC
SOCIETY",Q1
EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,Q1
Environmental Microbiome,Q1
IEEE Transactions on Cognitive Communications and Networking,Q1
Artificial Cells Nanomedicine and,Q1
Biotechnology,Q2
HUMAN REPRODUCTION,Q1
Internet Research,Q1
MIS Quarterly Executive,Q1
Microbial Cell Factories,Q1
Digital Communications and Networks,Q1
FOOD QUALITY AND PREFERENCE,Q1
"JOURNAL OF TELEMEDICINE AND
TELECARE",Q1
"JOURNAL OF PUBLIC POLICY &
MARKETING",Q2
GeoHealth,Q1
Digestive Endoscopy,Q1
"CLINICAL PSYCHOLOGY-SCIENCE AND
PRACTICE",Q1
MOLECULAR CANCER RESEARCH,Q2
ARCHIVOS DE BRONCONEUMOLOGIA,Q1
JMIR Mental Health,Q2
JOURNAL OF BUSINESS ETHICS,Q1
Brazilian Journal of Psychiatry,Q1
OXFORD REVIEW OF ECONOMIC POLICY,Q1
International Journal of Neural Systems,Q1
GEOLOGY,Q1
RADIOCARBON,Q1
RARE METALS,Q1
Food & Function,Q1
CLINICA CHIMICA ACTA,Q1
JOURNAL OF PEDIATRICS,Q1
Radiologia Medica,Q1
SLEEP,Q1
RADIOGRAPHICS,Q1
Molecular Therapy-Oncolytics,Q2
Biochimica et Biophysica Acta-Gene,Q1
Regulatory Mechanisms,Q1
Advances in Clinical Chemistry,Q1
SCRIPTA MATERIALIA,Q1
BRITISH JOURNAL OF GENERAL PRACTICE,Q1
INTERNATIONAL JOURNAL OF COAL,Q1
GEOLOGY,Q2
COMMUNICATION RESEARCH,Q1
"AMERICAN JOURNAL OF SURGICAL
PATHOLOGY",Q1
MEDICINE & SCIENCE IN SPORTS & EXERCISE,Q1
CRITICAL REVIEWS IN PLANT SCIENCES,Q1
EUROPEAN JOURNAL OF NEUROLOGY,Q1
JOURNAL OF EPIDEMIOLOGY AND,Q1
COMMUNITY HEALTH,Q1
VIRUS RESEARCH,Q2
CURRENT OPINION IN NEUROLOGY,Q1
Journal of Inflammation-London,Q2
"FUNCTIONAL ECOLOGY
JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY",Q1
Human Resource Development Review,Q2
Current Research in Food Science,Q1
Ocular Surface,Q1
Case Studies in Thermal Engineering,Q1
Journal of Materials Research and,Q1
Technology-JMR&T,Q2
Clinics in Liver Disease,Q2
ECOLOGICAL INDICATORS,Q1
Frontiers in Molecular Neuroscience,Q1
ACTA PHYSICO-CHIMICA SINICA,Q2
RESUSCITATION,Q1
PHARMACOTHERAPY,Q1
"ALTEX-Alternatives to Animal
Experimentation",Q2
"NEUROPATHOLOGY AND APPLIED
NEUROBIOLOGY",Q1
Journal of Biological Engineering,Q1
"ANNALS OF ALLERGY ASTHMA &
IMMUNOLOGY",Q2
Radiology,Q1
ASTRONOMY & ASTROPHYSICS,Q1
IEEE TRANSACTIONS ON VEHICULAR,Q1
TECHNOLOGY,Q2
MILBANK QUARTERLY,Q1
HUMAN RESOURCE MANAGEMENT,Q1
Kidney International Reports,Q1
"AMERICAN JOURNAL OF CLINICAL
DERMATOLOGY",Q1
JOURNAL OF PHYSIOLOGY-LONDON,Q1
Journal of Evidence Based Medicine,Q1
Sociological Science,Q1
NEOPLASIA,Q2
"Arabian Journal of Chemistry INTERNATIONAL JOURNAL OF
MOLECULAR SCIENCES",Q2
ChemBioEng Reviews,Q1
PROGRESS IN ORGANIC COATINGS,Q1
JOURNAL OF FOOD ENGINEERING,Q1
"SURVEY OF OPHTHALMOLOGY
CYTOTHERAPY",Q1
FISCAL STUDIES,Q1
LAND USE POLICY,Q1
"CRITICAL REVIEWS IN TOXICOLOGY
STRUCTURAL EQUATION MODELING-A",Q1
MULTIDISCIPLINARY JOURNAL,Q1
Catalysis Science & Technology,Q2
POLITICAL COMMUNICATION,Q1
RESPIROLOGY,Q1
"Journal of Animal Science and
Biotechnology",Q1
Transport Policy,Q1
MANAGEMENT SCIENCE,Q1
